userRequest,actionReferenceIds,agentResponse,category,conversationUrl,createdAt,externalUrl,handleTime,humanAgents,humanAgentsWithInserts,incompleteActionReferenceIds,insertCount,integration,mavenAppId,metadata,quality,qualityScoreReason,referenceId,resolutionStatus,responseLength,responseType,sentiment,tags,thumbsDownCount,thumbsUpCount,timeToFirstResponse,userIdentifiers,userNames
The user requested the new price of their service after receiving an email about a price increase.,,The agent informed the user that they do not have access to specific account details or pricing changes and suggested checking the email or the website for updated pricing information.,Pricing Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaNlguDX8kpPiIgNR2hLSDf20arIhVtvJHpWrvkXw1Kbxnilthw2NzxuDRaIpKSWpl2Q05vonki,2025-02-03T19:12:55.840943Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,7do3dBY1SFqFaqaYh9m8f,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User cannot remember the email address used for their TiVo account and cannot sign in to the app.,,"Agent provided steps to recover the email address, including checking email accounts, trying common addresses, and using the password recovery link.",Account Recovery,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkqm9CODz8F8ncBwq1vMCaDhjT6AJW29FszETIMNwgRl68s6lBqEHaaSd4uOCVE3ILuQd66p1Zk,2025-02-03T19:10:11.121031Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,ybuRDPyneus2dq-xBP4sp,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Asked how to set up TiVo Stream 4K without a remote.,,Provided steps to set up TiVo Stream 4K without a remote using a USB keyboard or mouse.,Device Setup Without Remote,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGilJTWXb90aHXEaehMlraCUSZ34ZxMtTtaaTQhLEgKSKGijnTC7H1Zv8vTumalHvSQXmWjRueMm,2025-02-03T19:07:43.248506Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,l8zsQ_HjhxZGuW_oMss8y,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to connect with a live agent.,escalate-to-agent,Agent provided a button to connect to a live agent.,Live Agent Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGd3ugvl5fxgmPvs07F6Grk1TK1I2v2zPVZJnqrHkBwfPLQWdI8NMH3BbuHwOC41Z9przTIOFVYq,2025-02-03T19:05:52.954107Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,HII-U93vvf1dCI2OBuiFN,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's TiVo connects to the service but does not download anything.,escalate-to-agent,"Agent provided troubleshooting steps including forcing a connection, restarting the device, and checking network settings. User reported the issue persisted. Agent offered to connect the user to a support agent for further assistance.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeB1u7aPb8G6M3EJFbTjWsq8ut0EQyIygnBVTv7N25YDwBNARC2jEAIGB5lLvluB9owHmTB4x4W,2025-02-03T19:05:42.080937Z,,4h,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,OPl1EY30Gd0ccKYfPo5O5,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User requested help with updating payment and logging into their account, specifically mentioning issues with logging in and finding their username and password.",,"Agent provided steps for logging in, resetting the password, and recovering the username. Suggested checking email settings if issues persist.",Account Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcG8F4Da9Iv7N0T1XOJCf28ErpCOfreOPToLlM5ISrK5GqE6wGCBDoHC44VDsWuCpNdk4eyDnt6,2025-02-03T18:48:41.874568Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,C9rvRn2HvSWbHFvzVBM6E,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested the phone number for human tech support.,,"Agent provided the phone number for TiVo's US Support: 877-367-8486, available on weekdays from 8am to 5pm PT.",Contact Information Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcuGoOFs9Vp1z5Vv9TlaFNXpoiTAdLwqLE5NcAo3e3mFy244uDB1ltGWTX54IMBaBvCJMg7Pf9w,2025-02-03T18:38:11.331427Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,GNDvDF14GUAEBlAyPVBqb,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,POSITIVE,,0,0,,,
The user reported a login error and requested assistance.,,"The agent provided troubleshooting steps for a login error, including refreshing the page, clearing cache and cookies, trying a different browser, and checking the internet connection. The agent also provided a link to refresh the page directly.",Login Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZOl1Y9IOUw3h2HqKlQBQayrBrcfQCl9kyXWBkV6ZrefLI8EywmBiqWL8xzaXW8kMvm1ENER6HM,2025-02-03T18:36:29.409936Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,10JOE_FikrHlbsgFNA1Wk,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User repeatedly asked how to transfer recordings from TiVo to another device and how to set up their TiVo device. They also inquired about troubleshooting when their TiVo is not recording shows.,escalate-to-agent,Agent provided instructions for transferring recordings and setup queries but repeatedly offered to connect the user to a support agent for further assistance.,TiVo Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGd4G88IlAzUUFPPk69LaLFZKEehFliVkab5SCZN1HhopwYi3xt4QOV6gFDGIL4yroE5iGhsTpps,2025-02-03T18:33:02.844978Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,HRIosOPj3_hjEaobjlYwB,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device.,,"Agent provided step-by-step instructions for transferring recordings between TiVo DVRs, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkCFFVL4q2TVkaXg9gj1dckpIPKFlY97xPWfpK3sjDixJDdAT5izFIDBOUdujrypBi4IQzTtfBk,2025-02-03T18:33:01.048588Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,uClvbUw0oLiaXg-Krcn1c,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about how to release lifetime equipment to a new owner.,,"Provided steps to transfer ownership of a TiVo device with an All-In Plan, including contacting TiVo Support and coordinating with the new owner.",Equipment Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZHlJqX5zKnemWs8pHPjjDSndwjAPDWxSPiUTi920z2FPPp9ecJrhmrCcpzGFJWb18kMzzxyswW,2025-02-03T18:31:28.027640Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,0z3DvKNXEAc4tAafXd2Cl,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquiry about TiVo OS features.,,"Provided an overview of TiVo OS, highlighting features like content management, app control, remote voice search, network connectivity, and settings management.",TiVo DVR Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGiwMyvmqiJrIhhdICOwGrned8lc7n6rldtAHYauBDlfbj4I5pMJspKljkDrDx04GZ49avx2Czn2,2025-02-03T18:29:39.415223Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,MISSING_GENERAL_KNOWLEDGE,mXIdYIb1CxNYlpMEu561y,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,POSITIVE,,0,0,,,
The user is confused about their Horizon TV now displaying a TiVo interface and wants to revert to the previous operating system.,escalate-to-agent,"The agent identified that the user's Horizon TV is using the TiVo operating system and offered assistance with navigating it. However, the user requested help to change back to the previous system, leading the agent to escalate the issue to a support agent.",Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGinNcMTs5CG1HGl3om9lyyrdIEgopAI8xGlVFB0oqrwnpYIUBvfqZ5xkCP0qeossVK26OqTQLq8,2025-02-03T18:25:06.357256Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,lnGWUhi5pa8lA5H7HMUQu,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User is not receiving channels on their TiVo after a channel scan and wants to speak to an agent.,escalate-to-agent,Agent provided troubleshooting steps for the TiVo channel issue and offered to connect the user to a support agent.,Channel Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjteAeYRXyFU4aKuz5aAGbGHITd8QaxA6rLvfsA3mp8vJiiNREkqpovDoPbVDczpDkn5SEo7BZc,2025-02-03T18:23:17.693355Z,,41m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,s_Nq70XZk4qIoynsqq2ff,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Inquired if the Fandango at Home app still works with TiVo.,,Confirmed that the Fandango at Home app is compatible with TiVo devices and provided troubleshooting tips.,App Compatibility,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkOC7i9qTKjPLtADLIHRnAQsLyKltb1oyqA7th8ns19vGPnngVNrO8r9sI8xA27cZFkcUUTV6qi,2025-02-03T18:22:34.080027Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,vzzba-13-moil04F-wq1B,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User repeatedly asks how to transfer recordings from TiVo to another device.,escalate-to-agent,Agent provides instructions for transferring recordings and offers to connect the user to a support agent after multiple requests.,TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhVRBglFsobe1J0AZMv3hBPvHFNg4muSgbgIOvDmGAkAtaxtcZeuRMDznM1zXVGubnus6B10Enk,2025-02-03T18:18:52.222022Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,dMU1UNRCTx2Sr1nABGrfp,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User has a new Panasonic TV and cannot set it up.,,The agent stated they can only assist with TiVo products and services.,Live TV Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjPqDy7fYZfPzoicofUFKj9rYzhxrv72xxszY9lliX0uTrBOvgt0R5MFZTjlo7BydR0TSiTzpmW,2025-02-03T18:14:43.646551Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,MISSING_GENERAL_KNOWLEDGE,pWsFWbIPHIBO6Ibw1NBO_,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User is unable to confirm the PIN set up on TiVo Stream 4K.,,"Provided troubleshooting steps for confirming the PIN on TiVo Stream 4K, including checking entry, restarting the device, and resetting the PIN.",PIN Confirmation Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGftyNZQZMwirDLK96fjZrrsfaMdtYdGukxgZrfTxrXhQbKqkMzaSfdZ79g2XIS3qCaCuKCAUGnc,2025-02-03T18:09:55.636367Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,Z06_NQiOVGUR7RGvctjb-,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested help to remove the Audio Guidance feature for the visually impaired.,,Provided steps to turn off Audio Guidance and suggested checking software version and exploring other accessibility options. Listed various accessibility features available on different TiVo devices.,Accessibility Features,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfaQ9cya6iNI0dPsAcQIl6fL1FAPAqICg2zZTwwllq89frNX5X52fzzXGiB0m1WykqPuaRMp73s,2025-02-03T18:05:36.715881Z,,6m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,X3C61_v-mn2aK2QP_YDTq,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User wants to close their account.,,Agent provided steps to cancel the TiVo account through My Account and mentioned contacting TiVo Support if issues arise.,Account Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGivZAOKSSK0FCbAHAaZe2OmX3fza3YjkTPRlppnhBcF8GzJKeuKq5HALJ5T75gLdwdeH0mKHG8C,2025-02-03T18:01:35.585406Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,mC_5almwjp60cIHCWbf_z,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,,Agent requested clarification on which TiVo product the user is using for setup instructions.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGgjL0xtAqOR9lIK8hSAaHDsTwNuGiNf65sBkbNbJBCBpXNINLmVfaRjFHfUB08iJAqnPpqR5y56,2025-02-03T18:00:55.850291Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,_iF7aEnYiRLA9fDwm34E6,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,,Agent requested clarification on which TiVo product the user is using for setup instructions.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhCqiOKiwEn2OiMyT4EkazndWIMWAKBXohVFryvYSs2yDzZFDXFbMi2EfalXbW6X9i12iGpng4i,2025-02-03T18:00:54.537192Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,bixFirueBwEbWPYOZTFS-,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User asked how to transfer recordings from TiVo, how to set up a TiVo device, and what to do if TiVo is not recording shows.",,"Agent provided steps for transferring recordings between TiVo DVRs, requested clarification on which TiVo device the user is setting up, and offered troubleshooting steps for TiVo not recording shows.",TiVo DVR Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdYxZcQA4JUtWDd6j7nltcsKEl18BFoGi8B207oqEAivLIIxCgf6yXz3J2LsankWV6gLtGYRLZU,2025-02-03T18:00:53.473913Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,KqqtsccuHMsbcCKuTrvOi,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asks how to set up their TiVo device.,escalate-to-agent,Agent requests clarification on which TiVo device the user is setting up and offers to connect them to a support agent for further assistance.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGefxC0ZfJ7wFzx6HsUzsfYumyL8LHshPyrncXXMeQvOGKL7s54M5RveMPwkxSsRKOoUOqqj95oy,2025-02-03T18:00:52.633871Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,RudNOpzDEyN4aOYOfykiR,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to cancel their service.,,Agent provided steps to cancel TiVo service and mentioned contacting support if issues arise.,Service Cancellation Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeUQh6vnsSeYi8AIcEkk1oBmp14SzMNsXXvLtvAVyXfZTFwTvACUMUlHEnyQs9zhmeDlAgk9W2W,2025-02-03T17:46:34.983580Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,QIiLpGrNXXD55YnB66vAG,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows and later inquired about finding a lost remote for the TiVo Stream 4K.,,"Agent provided troubleshooting steps for the TiVo recording issue and informed the user that the TiVo Stream 4K does not have a remote finder feature, suggesting a glow-in-the-dark case could help locate the remote in low light.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjtEEqmzImyZfG5ybxld5Ms4eewIQMBkHqHJm47F8wIULJBE5DOVhJuRSaoLN0qzBd5Vqd0NSbc,2025-02-03T17:46:08.523475Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,sTk6SvQxfHs7-_6gLUJGb,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested confirmation of their account cancellation.,,The agent provided instructions to check the cancellation status of TiVo accounts through the My Account portal.,Account Cancellation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhVpHs4mU2HkqVGNquJX2O5x4oXx4fN2KWN91HSMbJnoga4dBSd5lTv6rKdsk2zsgPwG1AoJGRY,2025-02-03T17:45:50.173692Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,dWstof7-Cgq1D67QYJ3m-,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User inquired about troubleshooting steps for a TiVo that is not recording shows.,,"Agent provided a detailed list of troubleshooting steps for the TiVo recording issue, including checking power, recording conflicts, and internal errors.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdgKnXx7Szh5p1eb0d2N2rpPii7maWOSCt1tLUQ1ST6dxRZkqNyRZR851m8jbH8xlnPSXCOJqSq,2025-02-03T17:45:19.317438Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,L1hlqr5AHbP--hqRIOSJq,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows.,,"Agent provided troubleshooting steps for TiVo recording issues, including checking power, recording conflicts, priority settings, and internal errors.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGbwzWrJeq9nfdIUuZnrY7CQgbyrm86dc9wbzvme9KuL8WoyFdDw4LrkoJ5am5OQ6MqlVWfOwje0,2025-02-03T17:45:18.897340Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,AG5WPHw2v-BFNBJXTx_1X,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, priority settings, and network changes.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaD0edOorWTm5AyowG4196y4R4C5fY4IB1A8oujjJuQ7gKG8if6vd0pnKU2jjQSMMOxadRuKFvg,2025-02-03T17:45:18.851648Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,6Lam0W1QyG6xVvuqWx3jL,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, and settings adjustments.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjk9mEbb3YH0bRxool1L0iDz6slclJRSoO1UTKGDqL1120SkuIyeywCi0L0LDUJ3jvRA74sRDd6,2025-02-03T17:45:18.105335Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,rhEFB1iuUE83q4VXjA9vQ,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, managing recording conflicts, and adjusting settings.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaEcQ5kfoT8alkJV39qBGG853lGJlTEa4W0uzQ4AF43tgpPRtpHQ68KzCGmhOgSlzvpT2u3DiOi,2025-02-03T17:45:18.062494Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,6vDQ9ZioUydw22q42wdIx,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows.,,"Agent provided troubleshooting steps for TiVo recording issues, including checking power, recording conflicts, and settings adjustments.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaE4vQ3xgGuBD1qTX0kKD3QE0MvMUh4PYIILCeyJz7iH0OpDsfUd9RIZ1t1BDIuoaz4gn2nkpT2,2025-02-03T17:45:18.059364Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,6h4EmQS0W3BfEAsuDfOEV,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, priority settings, and network schedule changes.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjiHYEVw6lUWOgEKMdHEMjNGxsQwccK48fN0GlLzYsu7X5i5B4gn2xRuSLmop5pJAqnBgME08LU,2025-02-03T17:45:16.847672Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,r7y4KJpz8mvTEomKjlX8g,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, priority settings, and internal errors.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjsxeuws7aBYUHMO9DNwUeZULVF7kSl8I0wIaGwhOEkWviwKuGdqA4JK1pVh5MIZzy1WCXXJHWO,2025-02-03T17:45:16.775185Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,sMu9Tbl7_QkvlnN0h_o5i,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
